from,to,distance
1,56,2.3436428003716983
1,57,2.2823595873347657
1,58,2.4774203429021755
1,59,2.43388420995529
1,60,2.1724472317101866
1,61,1.8031317345520117
1,62,1.760662731656054
1,63,1.565397569365925
1,64,1.273024792394529
1,65,0.902092401934431
1,66,0.7848137646012039
1,67,0.49363922007519145
1,68,0.046002728364685275
1,69,0.1962940181935039
1,70,2.585661752278466
1,71,2.335140683852732
1,72,10.119151817638183
1,73,10.316975438027601
1,74,10.508561541203552
1,75,9.95919169533765
1,76,9.72759048366632
1,77,9.561320642374813
1,78,9.349300427755628
1,79,9.18801798527588
1,80,8.599229812978638
1,81,8.159737227156333
1,82,7.867815140684951
1,83,7.45647814646106
1,84,6.882349490285146
1,85,6.768624366087673
1,86,6.693645846952287
1,87,6.49413825810461
1,88,6.305200352542611
1,89,6.1700798262978935
1,90,6.034839358925065
1,91,5.835311008384788
1,92,5.563593763890368
1,93,5.006590956709556
1,94,4.836480750983512
1,95,4.570953350091878
1,96,4.258717913724505
1,97,3.846860912486101
1,98,3.512557915832949
1,99,3.4591572581781804
1,100,3.689742013610231
1,101,3.931662712244632
1,102,4.20502213071347
1,103,3.960717162401332
1,104,3.775368919873055
1,105,3.478368865917184
1,106,3.665152206485987
1,107,3.1758131782835686
1,108,2.988985637277288
1,109,2.8196387953746505
1,110,2.5056559796744895
1,111,2.868765973048266
1,112,3.016363052440645
1,113,3.1847183384190276
1,114,3.4927484919016765
1,115,3.6735371252150046
1,116,3.7857428514228197
1,117,3.962514435673717
1,118,4.054807911474718
1,119,4.218252296801295
1,120,3.913745023379212
1,121,3.6823929239674547
1,122,3.4189952693800088
1,123,3.591396147088933
1,124,3.878984187467088
1,125,4.257482098155208
1,126,4.466445676162176
1,127,4.771507611197768
1,128,5.073123899822754
1,129,5.5764597201177875
1,130,5.770313656835232
1,131,5.994182617505183
1,132,6.150779484941791
1,133,6.383264515578492
1,134,6.501109539234843
1,135,6.684636864419101
1,136,6.780057070364753
1,137,6.976103901576789
1,138,7.0067520868698905
1,139,7.150479025451767
1,140,7.451372865393723
1,141,7.879398830319324
1,142,8.364251951873044
1,143,8.674692640625377
1,144,9.12903115542413
1,145,9.520596525512735
1,146,7.121145390304026
1,147,7.0067520868698905
1,148,5.127445659821894
1,149,5.517691274080186
1,150,2.085686013621167
1,151,2.5077971169942543
1,152,2.8751238640478145
1,153,3.1258368631432285
1,154,3.297855802707118
1,155,6.016482013242678
1,156,6.020619630007239
1,157,6.0516952159329085
1,158,6.087155268328167
1,159,6.126978266040401
1,160,6.50643034358298
1,161,6.5139051222298
1,162,6.4934016281863105
1,163,6.447419790721334
1,164,6.457734704843255
1,165,6.666928352657061
1,166,6.96094647252848
1,167,7.268564555582035
1,168,7.441961954501934
1,169,7.296292437075883
1,170,7.105100841610855
1,171,6.990541850501916
1,172,6.654765284329736
1,173,6.501786128345157
1,174,6.545250287386578
1,175,6.501953780195173
1,176,6.155727880335948
1,177,6.082774181441115
1,178,6.010892616964065
1,179,6.02363131038889
1,180,3.3371236099720836
1,181,3.1429119149987437
1,182,2.892103802178847
1,183,2.6611948241985215
1,184,2.5017288370232857
1,185,8.56156857313905
1,186,8.213238818259608
1,187,7.960791942119365
1,188,7.676736350480488
1,189,7.307436084610565
1,190,7.01561728833497
1,191,6.653015505812838
1,192,6.089265363365347
1,193,3.5398252270632207
1,194,3.215859661187748
1,195,2.974408317681107
1,196,3.0184118048011723
1,197,2.827528427311077
1,198,2.8344447419248957
1,199,2.6545504630041044
1,200,2.1397578532789816
1,201,1.6212755478525251
1,202,2.6678229263026227
1,203,2.890321484346263
1,204,2.9026955053541883
1,205,2.8422728985202834
1,206,3.0158021357806204
1,207,2.899948016294077
1,208,3.212262483546536
1,209,3.545439062772747
1,210,6.0690010117754385
1,211,6.495968113198364
1,212,6.8096662922077185
1,213,7.296292437075883
1,214,7.636200364188434
1,215,7.957048900711221
1,216,8.218552816367705
1,217,5.3070632964832045
1,218,5.421486394351791
1,219,5.005864874939084
1,220,4.630412331747015
1,221,4.626771160470906
1,222,4.648328080193489
1,223,4.387883542578626
1,224,4.217422968955786
1,225,4.153042260222911
1,226,4.030262127132261
1,227,3.833825900557412
1,228,2.988412649639124
1,229,2.7876152520304918
1,230,2.754817608822471
1,231,2.985554770613534
1,232,3.8047613961368207
1,233,4.020814855856359
1,234,4.206653748807251
1,235,4.232756044991135
1,236,4.409700145183866
1,237,4.541658384472154
1,238,4.615107253592858
1,239,4.57546436415473
1,240,4.934999499052098
1,241,5.414582152107031
1,242,5.345231723395659
1,243,5.294881525685715
1,244,1.6890974020611433
1,245,1.5260369222491186
1,246,1.3529982593018357
1,247,1.1026651683136646
1,248,0.8591919654643405
1,249,0.9309602168215805
1,250,1.3223784174182283
1,251,1.5323697304698214
1,252,1.9155243160761293
1,253,2.083673104025337
2,3,0.4302972186869938
2,4,0.8006819676606257
2,5,1.0845746185502616
2,6,1.4264415695151562
2,7,1.598757815155022
2,8,1.569794092364857
2,9,1.7364979525029736
2,10,2.035115606610447
2,11,2.278249703875679
2,12,2.3309107792232933
2,13,2.6283766169310017
2,14,2.8527778649090245
2,15,3.254339144041565
2,16,3.6790128445024832
2,17,4.095702550986688
2,18,4.298518764423739
2,19,4.636131640209979
2,20,5.040916142728666
2,21,5.82410890975205
2,22,6.178200565544191
2,23,6.494154980111562
2,24,6.674181678157501
2,25,6.948793305485958
2,26,7.253614913831377
2,27,7.428412000103748
2,28,7.680529578251386
2,29,8.08161233041274
2,30,8.040580622535586
2,31,7.934464677049324
2,32,7.8032987825966185
2,33,7.985226401670931
2,34,8.286947266282043
2,35,8.488831360148026
2,36,8.8138442484205
2,37,8.526550498214284
2,38,8.053286500533135
2,39,7.636376726578508
2,40,7.334901984416342
2,41,7.234875843940242
2,42,6.902071114851093
2,43,6.670484917327986
2,44,6.461270302399774
2,45,6.14277554127127
2,46,5.778674647608086
2,47,5.285067208901893
2,48,4.989069953682601
2,49,4.613634797295425
2,50,4.236336440303282
2,51,4.12829164880267
2,52,3.7477752824487105
2,53,3.355460106626403
2,54,2.8597234760796897
2,55,2.6237372810544515
2,56,2.318784244723346
2,57,2.171709036270084
2,58,2.282595026316289
2,59,2.1736357356023315
2,60,1.9075030063646854
2,61,1.5851844888550481
2,62,1.5966872832326326
2,63,1.4241637064332933
2,64,1.1155230009496997
2,65,0.6884138429710704
2,66,0.44017958221489445
2,67,0.006721333816795141
2,68,0.45430102561632196
2,69,0.6965796696627308
2,70,2.3625019638241525
2,71,2.1912797085239815
2,72,10.060502541631813
2,73,10.266096621464346
2,74,10.449084282677916
2,75,9.888764385983722
2,76,9.63538905236652
2,77,9.471882455683444
2,78,9.271517581516097
2,79,9.125054823809744
2,80,8.537385688169387
2,81,8.090265347435516
2,82,7.797887555028524
2,83,7.3822801584347815
2,84,6.825974576892641
2,85,6.713517716828938
2,86,6.65470634208625
2,87,6.444877658910784
2,88,6.242989663588797
2,89,6.1214231559592305
2,90,5.987994308269345
2,91,5.77139228987295
2,92,5.479054542132974
2,93,4.92665173813455
2,94,4.764551216854094
2,95,4.511412917435881
2,96,4.207213553399902
2,97,3.758191018775938
2,98,3.3706344746787695
2,99,3.2795650802057668
2,100,3.502730894092988
2,101,3.741287470124888
2,102,4.007700397186148
2,103,3.712193982871909
2,104,3.51667113315237
2,105,3.202769230265017
2,106,3.3874880961184806
2,107,2.921688594114464
2,108,2.7095941769093943
2,109,2.473770731334403
2,110,2.0875612798520047
2,111,2.541240257089604
2,112,2.7413468445006837
2,113,2.927421879720187
2,114,3.215393182299833
2,115,3.3966795252548794
2,116,3.5239453419076425
2,117,3.7116687963397736
2,118,3.819083435048981
2,119,4.022232299823035
2,120,3.724696181152448
2,121,3.496484285355497
2,122,3.2413727937955525
2,123,3.46501621471192
2,124,3.8030796032159655
2,125,4.2051219939414395
2,126,4.410753826837031
2,127,4.702051196843484
2,128,4.988711077701622
2,129,5.49460592045463
2,130,5.700164857606764
2,131,5.9435838217046255
2,132,6.105905660159947
2,133,6.323186589846151
2,134,6.4532027764746624
2,135,6.645231849765118
2,136,6.721164033922122
2,137,6.9166194982842795
2,138,6.92952465862632
2,139,7.061630377739057
2,140,7.3750047640236565
2,141,7.809216352976423
2,142,8.29671324717057
2,143,8.612642076878839
2,144,9.066368679129948
2,145,9.457298478538924
2,146,7.032197683601898
2,147,6.92952465862632
2,148,4.741881924409081
2,149,5.0953092570272425
2,150,1.5952117670630734
2,151,2.007539391344195
2,152,2.4893010158486084
2,153,2.8826711276888055
2,154,3.102308310453768
2,155,5.993590205972232
2,156,6.025356516670005
2,157,6.071278194130006
2,158,6.134944351117418
2,159,6.189584303011009
2,160,6.58583967292196
2,161,6.561092321170988
2,162,6.528195724958842
2,163,6.453849094488716
2,164,6.463507894505259
2,165,6.686164208656056
2,166,6.967548562214241
2,167,7.259059136466078
2,168,7.421760341328709
2,169,7.264933356630091
2,170,7.0844923956247285
2,171,6.995114856764841
2,172,6.6744243720881435
2,173,6.538457624209723
2,174,6.601313444309406
2,175,6.584658170945615
2,176,6.225867992530963
2,177,6.13079577214921
2,178,6.014856587544716
2,179,5.997474812566392
2,180,3.1521800200077195
2,181,2.905201006911705
2,182,2.488274685254472
2,183,2.177009832395979
2,184,2.0014642460091117
2,185,8.541222225898391
2,186,8.169439994601726
2,187,7.916680041624875
2,188,7.646134596157595
2,189,7.276545624835654
2,190,6.9875276443073995
2,191,6.636226148882779
2,192,6.081429122279251
2,193,3.528353494929644
2,194,3.2130531063990615
2,195,2.976663773471382
2,196,2.9607868522230167
2,197,2.7076684245190124
2,198,2.649671214582066
2,199,2.4304364514365444
2,200,2.115897793862562
2,201,1.634166013085427
2,202,2.4448326850324698
2,203,2.7150535043756405
2,204,2.7395783956707636
2,205,2.7201298161605103
2,206,2.955468280102536
2,207,2.904538966177778
2,208,3.209075516858438
2,209,3.533864762962217
2,210,6.060408111679395
2,211,6.481101735686855
2,212,6.784709759931593
2,213,7.264933356630091
2,214,7.6050266284031025
2,215,7.912008507668224
2,216,8.174885780958606
2,217,5.2082944713803245
2,218,5.350173077891303
2,219,4.967114005213501
2,220,4.635083025792206
2,221,4.678422745774562
2,222,4.757148507184754
2,223,4.483176752953325
2,224,4.304858094321048
2,225,4.222977645833118
2,226,4.1082409560943045
2,227,3.931767886720313
2,228,3.169535303154507
2,229,2.9957138219526103
2,230,2.964962351947823
2,231,3.1641388720142687
2,232,3.9032759120318277
2,233,4.097429048315685
2,234,4.277716104451079
2,235,4.322102433111189
2,236,4.5034853644406665
2,237,4.641409456734193
2,238,4.666380333303441
2,239,4.585911971059994
2,240,4.901192346101491
2,241,5.343216930475689
2,242,5.250625968553421
2,243,5.191116417133651
2,244,1.1898154174553603
2,245,1.0291452652152797
2,246,0.8613356606742716
2,247,0.6347244059361353
2,248,0.4689826335387505
2,249,0.5053914936306743
2,250,0.8324516233902833
2,251,1.035162366433354
2,252,1.4152894072455355
2,253,1.5834918784358836
3,4,0.4145707975350391
3,5,0.6850858313776518
3,6,1.0210454148650845
3,7,1.1912094053154476
3,8,1.1436703000306931
3,9,1.3069376128086412
3,10,1.6052167812786797
3,11,1.8485098366534825
3,12,1.957103291311167
3,13,2.232121314204583
3,14,2.4650880497817895
3,15,2.8567695645439963
3,16,3.2785305110863217
3,17,3.687149222788858
3,18,3.8869888272608897
3,19,4.220196407911762
3,20,4.624982313655348
3,21,5.403883332512891
3,22,5.756366600960132
3,23,6.074107830581007
3,24,6.256259023604561
3,25,6.530152077715264
3,26,6.83362304552495
3,27,7.005628990634532
3,28,7.256718524400062
3,29,7.656765496219094
3,30,7.617674965027996
3,31,7.51354189123357
3,32,7.385819967779983
3,33,7.569390546731258
3,34,7.8717131615174845
3,35,8.073124288833153
3,36,8.391911201496514
3,37,8.103642467375865
3,38,7.628631903255306
3,39,7.212894065068891
3,40,6.9134818629275525
3,41,6.815411705822711
3,42,6.48359768248875
3,43,6.252726254744485
3,44,6.040306872165214
3,45,5.721334605905594
3,46,5.357914748971021
3,47,4.866461567756422
3,48,4.5766724799413625
3,49,4.19827616308862
3,50,3.8257907575294245
3,51,3.7193847676281786
3,52,3.3473215954490714
3,53,2.95614877578795
3,54,2.4719852537792484
3,55,2.225445716547078
3,56,1.9451204579194525
3,57,1.7653975943530862
3,58,1.8556600098663703
3,59,1.7437936915367889
3,60,1.4776427597329531
3,61,1.15786248947574
3,62,1.1810067567687696
3,63,1.0196199769145813
3,64,0.7157841496058308
3,65,0.3001393864831857
3,66,0.011141047293673196
3,67,0.43208210050379425
3,68,0.7412180504438795
3,69,0.954413801812179
3,70,1.93275462053577
3,71,1.7749383787157649
3,72,9.653219975118692
3,73,9.860980055055919
3,74,10.041412808539674
3,75,9.478318429576717
3,76,9.219651765562109
3,77,9.056843088214878
3,78,8.859410854051998
3,79,8.716984051614972
3,80,8.12995138522657
3,81,7.68096953654826
3,82,7.388656804195396
3,83,6.97217778948561
3,84,6.421482240498398
3,85,6.309530810770648
3,86,6.255974434612502
3,87,6.043029861296471
3,88,5.837379025365451
3,89,5.720190065601219
3,90,5.587540867097235
3,91,5.365880607959639
3,92,5.068055283326582
3,93,4.517783195449686
3,94,4.358342239356255
3,95,4.109678682264428
3,96,3.809057357593709
3,97,3.3495722421895406
3,98,2.9498129617128943
3,99,2.852674257850759
3,100,3.074742422937298
3,101,3.3127855221383298
3,102,3.578501712435468
3,103,3.2825950226120892
3,104,3.0876984303336807
3,105,2.7753847655065544
3,106,2.960553315541354
3,107,2.492044112347986
3,108,2.2821807547658897
3,109,2.0636878864242303
3,110,1.7258528007590057
3,111,2.124452553683955
3,112,2.3134097757020577
3,113,2.4979817437035927
3,114,2.788257970864579
3,115,2.9696394603017957
3,116,3.0952518869623167
3,117,3.2822104403196155
3,118,3.3889978319200957
3,119,3.5931185246857846
3,120,3.2963273082459668
3,121,3.068616718608497
3,122,2.81478856035895
3,123,3.047342158504108
3,124,3.3981932934821693
3,125,3.806676628261084
3,126,4.010562806588911
3,127,4.2967260897313695
3,128,4.578479682722814
3,129,5.084315810358353
3,130,5.292904634663841
3,131,5.54197660839894
3,132,5.705929119552502
3,133,5.918122684755033
3,134,6.051778398474621
3,135,6.246356063859675
3,136,6.316017345005781
3,137,6.511099752261671
3,138,6.518960598187361
3,139,6.647962468741875
3,140,6.964324238269955
3,141,7.399907834133228
3,142,7.887823559711197
3,143,8.205105101747376
3,144,8.658412087806107
3,145,9.048973910490906
3,146,6.6185263893653365
3,147,6.518960598187361
3,148,4.890572968632571
3,149,5.188791666994046
3,150,1.5735569801394835
3,151,1.8741802972188006
3,152,2.1009570966367184
3,153,2.452555868028423
3,154,2.673868163566821
3,155,5.601441138418445
3,156,5.6438794776827566
3,157,5.695968445244941
3,158,5.772330133868559
3,159,5.83407648688334
3,160,6.237995205753361
3,161,6.197271157913884
3,162,6.158707491616526
3,163,6.072275416951281
3,164,6.081649868441592
3,165,6.309546095887433
3,166,6.585234631529612
3,167,6.870060822837452
3,168,7.028639290971065
3,169,6.868070140498862
3,170,6.691609314199981
3,171,6.611943431911142
3,172,6.298007087143194
3,173,6.169802540242993
3,174,6.241661631964766
3,175,6.238548139904776
3,176,5.874080528981603
3,177,5.768302177820595
3,178,5.633083699011038
3,179,5.604131477417158
3,180,2.724806070432652
3,181,2.4749972586172406
3,182,2.113548012173549
3,183,1.9301120298527086
3,184,1.8702095787982198
3,185,8.147011138160876
3,186,7.767675726105956
3,187,7.51501228551657
3,188,7.249147713476919
3,189,6.879830549244471
3,190,6.592104436408113
3,191,6.2453229020358325
3,192,5.69481721636529
3,193,3.1487809832861453
3,194,2.8395237584549124
3,195,2.607578273154772
3,196,2.5663743878498213
3,197,2.2945156890986285
3,198,2.2231829769438187
3,199,2.0005864166325984
3,200,1.7463324421422421
3,201,1.299606122121272
3,202,2.01502607262422
3,203,2.289812847779255
3,204,2.3163390674416813
3,205,2.3062890423392055
3,206,2.5600808875151704
3,207,2.537300048865745
3,208,2.8354049917455275
3,209,3.1542144298132273
3,210,5.673539893132932
3,211,6.091141708506872
3,212,6.390640833099354
3,213,6.868070140498862
3,214,7.207884241416019
3,215,7.510050639494749
3,216,7.77315913798943
3,217,4.793971367777556
3,218,4.943089434779435
3,219,4.571326850029619
3,220,4.257269800951892
3,221,4.322312700578194
3,222,4.431890052568071
3,223,4.15149413594873
3,224,3.969721468343531
3,225,3.878662355962438
3,226,3.769017758403852
3,227,3.605170247072858
3,228,2.9063510154808667
3,229,2.755985119562197
3,230,2.727402098442796
3,231,2.8991591140377815
3,232,3.577230703665529
3,233,3.757519697505303
3,234,3.93369528899665
3,235,3.9879460431428675
3,236,4.170828129510587
3,237,4.311445474395702
3,238,4.310132285640854
3,239,4.210785850538581
3,240,4.507337469158285
3,241,4.936129057363268
3,242,4.837293394472288
3,243,4.775597677906318
3,244,1.0587120613120664
3,245,0.8819704156857545
3,246,0.6932867104517366
3,247,0.4023824147349008
3,248,0.09566331684881015
3,249,0.19242289132919507
3,250,0.6580514277706022
3,251,0.8904003079408954
3,252,1.297784949503636
3,253,1.4739589304867866
4,5,0.2845332394063099
4,6,0.6267103557689718
4,7,0.7993103013047355
4,8,0.8011590299184449
4,9,1.0305399470903924
4,10,1.3139679428294988
4,11,1.5556321645175801
4,12,1.5442160096183102
4,13,1.8291202028276259
4,14,2.057292172248102
4,15,2.454961489198213
4,16,2.8790342445201818
4,17,3.2953334116057316
4,18,3.498732148145443
4,19,3.838220746220645
4,20,4.242922889505493
4,21,5.029486734445557
4,22,5.385460378375301
4,23,5.699225198991384
4,24,5.877327818750281
4,25,6.152492091588738
4,26,6.458540893974618
4,27,6.636831711840027
4,28,6.890632146449309
4,29,7.293709592894554
4,30,7.249123105051626
4,31,7.1403474834098795
4,32,7.006055538430897
4,33,7.186968009036391
4,34,7.488380137419008
4,35,7.690501753392464
4,36,8.020931044597166
4,37,7.7350576209047865
4,38,7.264979854650157
4,39,6.845906619572598
4,40,6.541437555339073
4,41,6.439285293632971
4,42,6.105634117382535
4,43,5.87350779381047
4,44,5.667367148557424
4,45,5.349523222121699
4,46,4.984666769041631
4,47,4.48897931036291
4,48,4.189482101549947
4,49,3.815390149056657
4,50,3.4363038538590587
4,51,3.3279673329334796
4,52,2.9478166385456115
4,53,2.5556605659566713
4,54,2.06421664060398
4,55,1.8239233675261737
4,56,1.5321921780164065
4,57,1.3712979075797698
4,58,1.5080686080896566
4,59,1.4508837687169025
4,60,1.190332637129413
4,61,0.8221990071537175
4,62,0.8032511899268666
4,63,0.6241732420936665
4,64,0.3153653922399614
4,65,0.11545536438605489
4,66,0.40358486050718717
4,67,0.8003513486282354
4,68,0.958139561330695
4,69,1.109681912982207
4,70,1.6069343838829848
4,71,1.3957482840444904
4,72,9.260283492837441
4,73,9.465991172039603
4,74,9.64888696556227
4,75,9.088768043393143
4,76,8.837084846079335
4,77,8.673234842595475
4,78,8.471834149190384
4,79,8.324803681908634
4,80,7.737091607231158
4,81,7.2900529127481555
4,82,6.997657541411026
4,83,6.5821439838994555
4,84,6.0257232313741085
4,85,5.913314468256916
4,86,5.855593444365251
4,87,5.644988740195344
4,88,5.442613263891705
4,89,5.321628097496287
4,90,5.1883593451301175
4,91,4.970991333357674
4,92,4.679065520757398
4,93,4.1263113776352265
4,94,3.9640681321521054
4,95,3.71133493758172
4,96,3.4079179431882034
4,97,2.957843992718576
4,98,2.5780305788687228
4,99,2.500642222042731
4,100,2.7279270029976574
4,101,2.9686919470419837
4,102,3.2393169644637623
4,103,2.9793114084702363
4,104,2.7927165776079743
4,105,2.4955599569335947
4,106,2.682390790765367
4,107,2.193122945021133
4,108,2.0069670443678564
4,109,1.8676007211831986
4,110,1.6579815566921705
4,111,1.9037954656550675
4,112,2.0338284049977777
4,113,2.2018330811957276
4,114,2.510049308939093
4,115,2.690722853460797
4,116,2.8029007916701945
4,117,2.9807890316070424
4,118,3.0758877901689696
4,119,3.25315202445232
4,120,2.951381513625132
4,121,2.721113068726362
4,122,2.4614467003359675
4,123,2.668886628286769
4,124,3.0025674754652107
4,125,3.4057443841656787
4,126,3.610972909813217
4,127,3.9015875498276094
4,128,4.18857574240205
4,129,4.694473810707108
4,130,4.899734325576066
4,131,5.14369481027848
4,132,5.306398934294626
